Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Checkout Blocks Rule Trigger (product.metafields.checkoutblocks.trigger),Activity (product.metafields.custom.activity),Badges (product.metafields.custom.badges),Buckle Color (product.metafields.custom.buckle_color),Buckle Material  (product.metafields.custom.buckle_material_),Buckle Width (product.metafields.custom.buckle_width),Bundle (product.metafields.custom.bundle),image with text - text (product.metafields.custom.image_with_text_text),Packs (product.metafields.custom.packs),Other (product.metafields.custom.product),Product Category (product.metafields.custom.product_category),Product Feature (product.metafields.custom.product_feature),Season (product.metafields.custom.season),Shipping (product.metafields.custom.shipping),Sock Color (product.metafields.custom.sock_color),Style (product.metafields.custom.sock_height),Buckle Style (product.metafields.custom.style),Video (product.metafields.custom.video),Warranty (product.metafields.custom.warranty),Wool Info (product.metafields.custom.wool_info),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Hidden Product (product.metafields.seo.hidden),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Brunei,Price / Brunei,Compare At Price / Brunei,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
s-classic-gunmetal-belt,,,,,,,,,Cub,,,XX-Large (45-50),,,,,C-Gunmetal-Cub-50,145.6,shopify,48,deny,manual,49.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/1-SB-GUNMETAL-MS-CUB-1.5_1.jpg?v=1728596188,g,PC040108,,,,,,,,,,,,,,
s-classic-gunmetal-belt,,,,,,,,,Jet,,,Small(26-30),,,,,C-Gunmetal-Jet-30,145.6,shopify,48,deny,manual,49.99,,true,true,'00842990113519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-GUNMETAL-MS-JET-1.5_1.jpg?v=1727118660,g,PC040108,,,,,,,,,,,,,,
s-classic-gunmetal-belt,,,,,,,,,Jet,,,Medium(32-34),,,,,C-Gunmetal-Jet-34,145.6,shopify,48,deny,manual,49.99,,true,true,'00842990113540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-GUNMETAL-MS-JET-1.5_1.jpg?v=1727118660,g,PC040108,,,,,,,,,,,,,,
s-classic-gunmetal-belt,,,,,,,,,Jet,,,Large(36-38),,,,,C-Gunmetal-Jet-38,145.6,shopify,48,deny,manual,49.99,,true,true,'00842990113564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-GUNMETAL-MS-JET-1.5_1.jpg?v=1727118660,g,PC040108,,,,,,,,,,,,,,
s-classic-gunmetal-belt,,,,,,,,,Jet,,,X-Large(40-44),,,,,C-Gunmetal-Jet-44,145.6,shopify,48,deny,manual,49.99,,true,true,'00842990113595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-GUNMETAL-MS-JET-1.5_1.jpg?v=1727118660,g,PC040108,,,,,,,,,,,,,,
s-classic-gunmetal-belt,,,,,,,,,Jet,,,XX-Large (45-50),,,,,C-Gunmetal-Jet-50,145.6,shopify,48,deny,manual,49.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-GUNMETAL-MS-JET-1.5_1.jpg?v=1727118660,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,Blue Steel Belt,"<p>The Blue Steel Belt by GRIP6 delivers both rugged durability and sleek style. Featuring a blue steel buckle and a strong, adjustable strap, this belt is designed for long-lasting performance. Perfect for outdoor adventures or everyday wear, it offers a secure fit and a bold, modern look.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Color,Cub,,Size,Small(26-30),,,,,C-BLUE-Cub-30,146.6,shopify,98,deny,manual,49.99,,true,true,'00194794074160,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteeltitanium_1_1.jpg?v=1744218039,1,"",false,Blue Steel Belt | Web Belt with Adjustable Strap by GRIP6,"Discover the GRIP6 Blue Steel Belt. Made from anodized aluminum with a durable web strap, it's infinitely adjustable for a perfect, comfortable fit.",Apparel & Accessories > Clothing Accessories > Belts,male,adult,,new,TRUE,,,,,,,,,,,Standard,,,,,Belts,buckle-specs,,shipping,,,,,our-warranty,buckle-specs,TRUE,'50,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteelcub_1_1.jpg?v=1744218039,g,PC040108,,true,,,true,,,true,,,true,,,active
s-blue-steel-belt,,,,,,,,,Cub,,,Large(36-38),,,,,C-BLUE-Cub-38,146.6,shopify,98,deny,manual,49.99,,true,true,'00194794074214,https://cdn.shopify.com/s/files/1/1310/9209/files/putonabeltsquare-Male_e760941c-9719-401b-a9c3-c8c06a65a5dd.gif?v=1744218039,2,how to put on a belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteelcub_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Cub,,,Medium(32-34),,,,,C-BLUE-Cub-34,146.6,shopify,98,deny,manual,49.99,,true,true,'00194794074191,https://cdn.shopify.com/s/files/1/1310/9209/files/Bluesteeljet_1_1.jpg?v=1744218039,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteelcub_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Cub,,,X-Large(40-44),,,,,C-BLUE-Cub-44,146.6,shopify,98,deny,manual,49.99,,true,true,'00194794074245,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteelcub_1_1.jpg?v=1744218039,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteelcub_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Cub,,,XX-Large(54-50),,,,,,146.6,shopify,98,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteelcub_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Jet,,,Small(26-30),,,,,C-BLUE-Jet-30,146.6,shopify,98,deny,manual,49.99,,true,true,'00194794074429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Bluesteeljet_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Jet,,,Large(36-38),,,,,C-BLUE-Jet-38,146.6,shopify,98,deny,manual,49.99,,true,true,'00194794074474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Bluesteeljet_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Jet,,,Medium(32-34),,,,,C-BLUE-Jet-34,146.6,shopify,78,deny,manual,49.99,,true,true,'00194794074450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Bluesteeljet_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Jet,,,X-Large(40-44),,,,,C-BLUE-Jet-44,146.6,shopify,98,deny,manual,49.99,,true,true,'00194794074504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Bluesteeljet_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Jet,,,XX-Large(54-50),,,,,,146.6,shopify,98,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Bluesteeljet_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Titanium,,,Small(26-30),,,,,C-BLUE-Titanium-30,147.6,shopify,98,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteeltitanium_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Titanium,,,Large(36-38),,,,,C-BLUE-Titanium-38,149.6,shopify,98,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteeltitanium_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Titanium,,,Medium(32-34),,,,,C-BLUE-Titanium-34,148.6,shopify,98,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteeltitanium_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Titanium,,,X-Large(40-44),,,,,C-BLUE-Titanium-44,150.6,shopify,98,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteeltitanium_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
s-blue-steel-belt,,,,,,,,,Titanium,,,XX-Large(54-50),,,,,,151.6,shopify,98,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/bluesteeltitanium_1_1.jpg?v=1744218039,g,PC040108,,,,,,,,,,,,,,
workbelt-buckle,"Tactical Buckle 1.75"" Wide","<p>Introducing the Workbelt Buckle, built tough for demanding tasks and outdoor adventures. This heavy-duty buckle is designed to provide a secure fit while maintaining a sleek, minimalist look. Pair it with your favorite strap for a reliable, long-lasting belt that’s perfect for both work and play.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Buckle,"Buckles, Redesign",true,Color,Ninja,,,,,,,,WB-BLK,60.5347367288125,shopify,24,deny,manual,31.00,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/products/WorkBelt_Tactical_Ninja_D1.jpg?v=1708732216,1,gunmetal belt buckle,false,"Workbelt Buckle | Durable 1.75"" Tactical Buckle by GRIP6","Enhance your workbelt with the GRIP6 1.75"" Tactical Buckle. Built for strength, comfort, and durability, perfect for heavy-duty tasks and daily wear.",,,,,,,,,,,,,,,,,Wide,,,,,,,,shipping,,,,,our-warranty,wide-buckle-specs,,'24,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Ninja_D1_26394739-51ce-4cf4-aae2-721c24ccf6ed.jpg?v=1728606583,oz,PC040148,,true,,,true,,,true,,,true,,,active
workbelt-buckle,,,,,,,,,Gunmetal,,,,,,,,WB-GML,78.516839247,shopify,39,deny,manual,31.00,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Gunmetal_D1.jpg?v=1728606583,2,silver belt buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Gunmetal_D1_6f117774-2cd7-4837-8f41-12d844492374.jpg?v=1728606583,lb,PC040148,,,,,,,,,,,,,,
workbelt-buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Ninja_D1_26394739-51ce-4cf4-aae2-721c24ccf6ed.jpg?v=1728606583,3,slim belt buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
workbelt-buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Gunmetal_D1_6f117774-2cd7-4837-8f41-12d844492374.jpg?v=1728606583,4,minimalist belt buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
card-money-band-for-grip6-wallet,Wingman Money Band for GRIP6 Wallet,"<p>Expand your wallet's versatility with the GRIP6 Money Band. Designed to securely hold cash, cards, or business essentials, this minimalist wallet money band is crafted for durability. Its sleek, flexible design adds extra capacity without bulk, perfect for the modern adventurer on the go.</p>",GRIP6,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips",Wallet,"Money Band, Wallet",true,Color,Brown,,,,,,,,BAND-BRN,21.26214234375,shopify,916,deny,manual,19.99,,true,true,'00194794127095,https://cdn.shopify.com/s/files/1/1310/9209/files/Moneyband.png?v=1714169384,1,leather money band,false,Money Band | Expand Your GRIP6 Wallet Capacity with Ease,"Enhance your GRIP6 wallet with the Wingman Money Band. Securely hold extra cards, cash, or business cards. Add flexibility and storage to your minimalist wallet.",,,,,,,,,,,,,,,,,,,,,,Wallets,why-our-money-band,,shipping,,,,,our-warranty,money-band-specs,,'170,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Moneyband.png?v=1714169384,oz,,,true,,,true,,,true,,,true,,,active
card-money-band-for-grip6-wallet,,,,,,,,,Black,,,,,,,,BAND-BLK,21.26214234375,shopify,653,deny,manual,19.99,,true,true,'00194794127101,https://cdn.shopify.com/s/files/1/1310/9209/files/Moneybandblack.png?v=1728605875,2,black leather money band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Moneybandblack.png?v=1728605875,oz,P0000000,,,,,,,,,,,,,,
card-money-band-for-grip6-wallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Wingman_lifestyle_9c9ecb48-a4a3-4e5e-a6c6-76624c98d85b.jpg?v=1728605875,3,man holding wallet with leather money band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium-classic-natural-belt,Titanium Classic Natural Belt,"<p>The Titanium Classic Natural Belt combines the toughness of titanium with minimalist style. Featuring a corrosion-resistant buckle and a durable strap, this belt is designed for both outdoor adventures and everyday wear. Lightweight yet strong, it offers a secure fit and modern, refined look.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Strap Color,Raven,,Size,Small(26-30),,,,,TI-Classic Natural-Raven-30,156.05,shopify,18,deny,manual,110.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/products/Natural-Raven_97f9e6e4-9286-42fe-bf30-4cfac00fd490.jpg?v=1708731876,1,black belt with titanium buckle swatch-image,false,Titanium Belt | Classic & Durable with Titanium Buckle | GRIP6,"Discover the GRIP6 Titanium Belt. Durable, corrosion-resistant titanium belt buckle for a sleek and versatile style. Premium quality, made in the USA.",Apparel & Accessories > Clothing Accessories > Belts,male,adult,,new,TRUE,,,,,,,,,Gray,Titanium,Standard,,,,,Belts,,,shipping,,,Classic,,our-warranty,titanium-buckle-specs,TRUE,'17,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/Natural-Raven_97f9e6e4-9286-42fe-bf30-4cfac00fd490.jpg?v=1708731876,g,PC040108,,true,,,true,,,true,,,true,,,active
titanium-classic-natural-belt,,,,,,,,,Raven,,,Medium(32-34),,,,,TI-Classic Natural-Raven-34,156.05,shopify,18,deny,manual,110.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/Natural-Raven_97f9e6e4-9286-42fe-bf30-4cfac00fd490.jpg?v=1708731876,g,PC040108,,,,,,,,,,,,,,
titanium-classic-natural-belt,,,,,,,,,Raven,,,Large(36-38),,,,,TI-Classic Natural-Raven-38,156.05,shopify,18,deny,manual,110.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/Natural-Raven_97f9e6e4-9286-42fe-bf30-4cfac00fd490.jpg?v=1708731876,g,PC040108,,,,,,,,,,,,,,
titanium-classic-natural-belt,,,,,,,,,Raven,,,X-Large(40-44),,,,,TI-Classic Natural-Raven-44,156.05,shopify,18,deny,manual,110.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/Natural-Raven_97f9e6e4-9286-42fe-bf30-4cfac00fd490.jpg?v=1708731876,g,PC040108,,,,,,,,,,,,,,
titanium-classic-natural-belt,,,,,,,,,Raven,,,XX-Large(46-50),,,,,TI-Classic Natural-Raven-50,156.05,shopify,18,deny,manual,110.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/Natural-Raven_97f9e6e4-9286-42fe-bf30-4cfac00fd490.jpg?v=1708731876,g,PC040108,,,,,,,,,,,,,,
titanium-buckles-for-1-5-straps,"Titanium Buckles (for 1.5"" straps)","<p>Discover the strength and versatility of Titanium Buckles for 1.5"" Straps. Crafted from aerospace-grade titanium, these buckles are lightweight, corrosion-resistant, and incredibly durable. Perfect for outdoor adventures or everyday wear, they provide a secure fit with a sleek, modern finish.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Buckle,"Buckles, Redesign",true,Color,Classic - Natural,,,,,,,,TI-CLASSIC-NAT,71.0013806665625,shopify,18,deny,manual,89.00,,true,true,'00194794092829,https://cdn.shopify.com/s/files/1/1310/9209/products/TitaniumBuckleLayout_ca274e3c-eed8-4398-9eff-39e4c53cece3.png?v=1708731611,1,titanium belt buckle,false,"Thin Belt Buckle | Titanium Buckles for 1.5"" Straps by GRIP6","Enhance your belt with GRIP6's titanium buckles. Designed for 1.5"" straps, these thin belt buckles offer strength, durability, and a sleek, modern look.",,,,,,,,,,,,,,,,,Standard,,,,,,,,shipping,,,,,our-warranty,titanium-buckle-specs,,'20,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/NaturalClassic_6b262fda-f1da-4ad0-a346-9a4d0e30c3ca.jpg?v=1728606394,oz,PC040148,,true,,,true,,,true,,,true,,,active
titanium-buckles-for-1-5-straps,,,,,,,,,Contour - Arctic,,,,,,,,TI-CONTOUR-ATC,71.0013806665625,shopify,20,deny,manual,99.00,,true,true,'00194794092874,https://cdn.shopify.com/s/files/1/1310/9209/files/ArticBlueContour_56db9824-eceb-458f-b84f-ced9f219656a.jpg?v=1728606394,2,minimalist titanium belt buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ArticBlueContour_56db9824-eceb-458f-b84f-ced9f219656a.jpg?v=1728606394,oz,PC040148,,,,,,,,,,,,,,
titanium-buckles-for-1-5-straps,,,,,,,,,Contour - Natural,,,,,,,,TI-CONTOUR-NAT,71.0013806665625,shopify,22,deny,manual,99.00,,true,true,'00194794092867,https://cdn.shopify.com/s/files/1/1310/9209/files/NaturalClassic_6b262fda-f1da-4ad0-a346-9a4d0e30c3ca.jpg?v=1728606394,3,slim titanium belt buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/NaturalContour_7e0239b9-8ee4-4914-80fe-8eb6bdf003d5.jpg?v=1728606394,oz,PC040148,,,,,,,,,,,,,,
titanium-buckles-for-1-5-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/NaturalContour_7e0239b9-8ee4-4914-80fe-8eb6bdf003d5.jpg?v=1728606394,4,titanium belt buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tactical-gunmetal-belt,"Tactical Gunmetal Belt 1.75"" Wide","<p>The Tactical Gunmetal Belt combines rugged performance with a sleek gunmetal buckle. Designed for strength and durability, this belt is perfect for outdoor use or everyday wear. Its tactical build ensures a secure fit, while the minimalist design offers a versatile look for any occasion.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Color,Coal,,Size,Small(26-30),,,,,WB-Gunmetal-Coal-30,124.51,shopify,39,deny,manual,54.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/products/WorkBelt_Tactical_Gunmetal_Titanium_6aee1017-bdd9-4f0a-93df-7148a761ec20.jpg?v=1708731873,1,gunmetal buckle with grey belt swatch-image,false,"Gunmetal Belt | Tactical, Durable, and Adjustable | GRIP6","Experience the GRIP6 Gunmetal Tactical Belt. Durable, 1.75"" wide, and fully adjustable gunmetal buckle for comfort and strength. Perfect for everyday wear. Made in the USA.",Apparel & Accessories > Clothing Accessories > Belts,male,adult,,new,TRUE,,,,,,,,,Gray,Aluminum,Wide,,,,,Belts,,,shipping,,,Work,,our-warranty,wide-buckle-specs,TRUE,'207,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/gunmetal-coal.jpg?v=1728694140,g,PC040108,,true,,,true,,,true,,,true,,,active
tactical-gunmetal-belt,,,,,,,,,Wolf Grey,,,Small(26-30),,,,,WB-Gunmetal-Wolf Grey-30,124.51,shopify,39,deny,manual,54.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Gunmetal_Cub_ce3ef527-9e29-4601-9972-f9e501b02cfc.jpg?v=1728606370,2,gunmetal belt buckle with tan belt strap swatch-image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/WorkBelt_Tactical_Gunmetal_Titanium_6aee1017-bdd9-4f0a-93df-7148a761ec20.jpg?v=1708731873,g,PC040108,,,,,,,,,,,,,,
tactical-gunmetal-belt,,,,,,,,,Wolf Grey,,,Medium(32-34),,,,,WB-Gunmetal-Wolf Grey-34,124.51,shopify,39,deny,manual,54.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Gunmetal_BlueJay_bc01e15a-6d3f-4c3a-822b-2a6d58965095.jpg?v=1728606370,3,minimalist blue belt with gunmetal buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/WorkBelt_Tactical_Gunmetal_Titanium_6aee1017-bdd9-4f0a-93df-7148a761ec20.jpg?v=1708731873,g,PC040108,,,,,,,,,,,,,,
tactical-gunmetal-belt,,,,,,,,,Wolf Grey,,,Large(36-38),,,,,WB-Gunmetal-Wolf Grey-38,124.51,shopify,39,deny,manual,54.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/gunmetal-coal.jpg?v=1728694140,4,slim black belt with gunmetal buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/WorkBelt_Tactical_Gunmetal_Titanium_6aee1017-bdd9-4f0a-93df-7148a761ec20.jpg?v=1708731873,g,PC040108,,,,,,,,,,,,,,
tactical-gunmetal-belt,,,,,,,,,Wolf Grey,,,X-Large(40-44),,,,,WB-Gunmetal-Wolf Grey-44,124.51,shopify,39,deny,manual,54.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/WorkBelt_Tactical_Gunmetal_Titanium_6aee1017-bdd9-4f0a-93df-7148a761ec20.jpg?v=1708731873,g,PC040108,,,,,,,,,,,,,,
tactical-gunmetal-belt,,,,,,,,,Wolf Grey,,,XX-Large(46-50),,,,,WB-Gunmetal-Wolf Grey-50,124.51,shopify,39,deny,manual,54.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/WorkBelt_Tactical_Gunmetal_Titanium_6aee1017-bdd9-4f0a-93df-7148a761ec20.jpg?v=1708731873,g,PC040108,,,,,,,,,,,,,,
tactical-gunmetal-belt,,,,,,,,,Dusk Blue,,,Small(26-30),,,,,WB-Gunmetal-Dusk Blue-30,124.51,shopify,39,deny,manual,54.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/WorkBelt_Tactical_Gunmetal_BlueJay_bc01e15a-6d3f-4c3a-822b-2a6d58965095.jpg?v=1728606370,g,PC040108,,,,,,,,,,,,,,
